User_ID,drugName,condition,review,rating,date,usefulCount,ratings_simplified
127832,Phentermine,Weight Loss,"""This is the 2nd time I have been on this pill, the first time was in 2007 and I lost 78 lbs. Well I just started it again on 1/5/17 and I have lost 5 lbs. I tend to lose about 5-7 lbs a week on it in the past with no workouts but this time I am going to start the gym this week. I weigh 215 and I stand 5&#039;6 and my goal weight is 160...  The first 4 nights I could not sleep but now I&#039;m sleeping like a baby and feeling refreshed in the morning, I take my pill as soon as I wake up 

""",10.0,"January 11, 2017",17,4
4551,Belviq,Weight Loss,"""I started taking Belviq March 28, 2016. It has been just about a week now. I would suggest that you go with the 15-day free trial before you consider purchasing this product. It hasn&#039;t worked for me at all, in fact I almost feel like I&#039;m taking a placebo. I haven&#039;t noticed any change in my appetite other than being just as hungry or hungrier. I&#039;m not really sure how it&#039;s supposed to work, I just know that isn&#039;t working. I purchased the 30-day supply so I&#039;m going to keep taking it until I finished all of the medication, but I doubt very seriously that I&#039;ll be reordering. Maybe by some miracle something will happen after 2 or 3 weeks. I&#039;m very disappointed because I really want to lose weight and I don&#039;t want to have surgery.""",1.0,"April 2, 2016",24,1
128895,Phentermine,Weight Loss,"""My weight loss experience with phentermine was successful.  Early on, my doctor would refill with the agreement I would stop by every three - four weeks for a blood pressure check.  Since my blood pressure was never an issue, and everything else was good, I continued  on with the daily time-release capsule, 15 mg.  Took a few days to get used to, but after that all was good.  In six months I lost 15 pounds and am grateful it was slow and steady.  I&#039;m 5&#039;5&#039;, weigh 137 pounds, and I feel good.  I exercise, eat lots of vegetables, try to keep carbs to a minimum and I&#039;m mindful of portion sizes.  Phentermine worked for me.  I highly recommend!""",10.0,"June 8, 2014",22,4
39285,Contrave,Weight Loss,"""I have been on this for a week now with no side affects. I watch what I eat and stay away from carbs and sugars. I will be getting married in June and have been trying to loose weight since last summer by following the SOS diet very strictly and going to the gym 4 times a week and not much change. So far I am down 3 lbs. in week one. I&#039;m hopeful for the first time in a long time!!!""",10.0,"March 8, 2017",33,4
76815,Lorcaserin,Weight Loss,"""I started Belviq with the free 15 day prescription.  After the 15 days, I had only lost 4 pounds.  I decided to get the 30 day prescription since it was only $75 with the Belviq savings card.  I think I will try it for a month or two to see how it goes.  I haven&#039;t really experienced any side affects, other than my blood sugar being way lower than normal, which is a good thing, although I&#039;m not really sure why, as I feel I am eating as much as before.  Some days it seems I get fuller quicker than normal when eating, but I still get as hungry as I ever did before.  I will be getting back to more regular exercise soon, so I hope that will help too.  I only gave it a &quot;5&quot; for now, until I see how it goes.  Fingers crossed!""",5.0,"February 22, 2016",16,2
128631,Phentermine,Weight Loss,"""I have experienced mild to moderate headaches relatively everyday, dry mouth, bad taste in my mouth after I have taken it, severe leg cramps and a loss of 28lbs in 3 months.  To off set the headaches and cramps I have increased my H2O intake to equal 1/2 of my body weight in oz.  Yes, it is a struggle to drink that much however the long term benefits out weigh the temporary issues.""",9.0,"June 16, 2015",20,4
97064,Contrave,Weight Loss,"""I have been on this medicine for two weeks now. I have read a bunch of those comments and they all helped me. Thanks. I put them all together and here is mine. Honestly, IT&#039;S NOT WORKING!  I take with food, I have nausea, I get tired, (the first day, I was so sleepy), dizzy, afternoon hunger, still crave for carbs in the middle of the day, headaches, stomach pain, and now that I take one at night too,  I understand,  after reading some comments, why I have being having weird dreams. I have an appointment with my doctor coming March because she told me CONTRAVE can increase my blood pressure and she wants to monitor very close.  I also feel bad about the price, Not worth!""",1.0,"February 22, 2017",8,1
128732,Phentermine,Weight Loss,"""First day of Adipex.. My doctor wrote me a prescription for full dose but advised me to start with half of a pill due to anxiety I may have. Took the half pill this morning and boy do I feel the energy.. Hopefully I can stay on the half strength but I&#039;ve been reading reviews that say that the effects wear off after a few days. I&#039;m a nurse so I do like the extra energy.. My starting weight is 215..ultimate goal is 165..but for now getting under 200 would be great. Hopefully I can use this extra energy to go to the gym..I&#039;ll keep everyone updated. I love reading everyone&#039;s weight loss stories.. Good to know I&#039;m not the only one who has weight loss as an issue. Best of luck to everyone.. And stay hydrate""",10.0,"March 31, 2015",76,4
54577,Bupropion / naltrexone,Weight Loss,"""I started Contrave daily 3 months ago. Initially, I had a bit of trouble falling asleep and felt mildly light headed and sometimes dizzy and lightheaded  when I was getting out of bed or getting up up from a chair. I did not think this new pill was working for me and then,as I hung in and with patience-I began to lose weight.
I am happy to report I have now lost 25 lbs. It has been so very long that I have been able to lose this kind of weight.
I a very pleased.
Just hope CONTRAVE is safer than the last FDA approved diet pill, that caused heart valve damage.

Lauren R""",9.0,"July 19, 2017",16,4
54511,Bupropion / naltrexone,Weight Loss,"""I have been on Contrave since August, 2016.  To date I have lost 45 pounds and have not experienced negative side effects.  I am able to say no to second helpings and often decline completely foods that I would have readily consumed in excess a year ago. I follow my doctor&#039;s instruction to take this medication with a lean protein and I have found this to be  effective for tolerance of Contrave.  The two times I took Contrave on an empty stomach I felt nauseous, so I simply don&#039;t take it on an empty stomach.  For me this has helped me tremendously.  I can walk and run farther and faster and my blood pressure is stable for the first time in about 6 years.""",9.0,"July 9, 2017",33,4
128288,Phentermine,Weight Loss,"""I started using the pills on 01/08/16. I am 5&#039;10 and I weighed in at 278 lbs. I weighed myself today (01/11/16) and I&#039;m 270.8lbs. My goal weigh is to weigh 200lbs. I walk in the treadmill for 20 mins, 100 sit-ups, I started doing 20 squats a day and I&#039;m doing butterflies with dumbbells. I&#039;ll post back on my next visit with my doctor (02/04/16).""",10.0,"January 12, 2016",78,4
54482,Bupropion / naltrexone,Weight Loss,"""After reading all the reviews I was kind of skeptical about taking contrave but decided to try them anyways hoping for a positive experience. I started them on Monday August 21 and felt fine the whole morning then about 1pm that day it went nothing but downhill. I had nausea,vomiting, headaches, flulike symptoms, light headed and ears ringing. I could not do anything but lay in bed I felt so bad. This is day 3 and I still have the headache and not feeling 100%. Some of the reviews  said to try and stick it out at least a week but after the reaction I  had these pills are going in the trash, I just hate the fact that my insurance didn&#039;t cover so I am out of $99!!""",1.0,"August 24, 2017",7,1
54832,Bupropion / naltrexone,Weight Loss,"""I have been on Contrave for a little over a month now and I have lost 7 pounds. Not gonna lie, I almost stopped taking it. The first 2 weeks I had severe stomach pains, each time lasting about 10 minutes, after the end of week 2, the pains stopped. I have no had the urge to drink coffee anymore, used to drink 3 cups a day. I am not eating as much, I used to eat a footlong sandwich from Subway, now I&#039;m lucky if I finish half. This is not a medication for people looking for rapid results. I am taking it day by day and so far I am happy with my results.""",9.0,"February 13, 2017",39,4
165233,Phentermine / topiramate,Weight Loss,"""I tried this medicine for 2 months, I lost 9 lbs. It was hard falling asleep at night, most nights I couldn&#039;t fall asleep until 4 or 5 am. It also made me feel depressed.""",1.0,"August 2, 2013",43,1
11942,Fastin,Weight Loss,"""I just started using Fastin and I like it better than other diet pills I&#039;ve tried such as Hydroxycut because it doesn&#039;t make me feel sick/ nauseous. BUT it definitely makes my heart rate skyrocket, so for the first couple days I would only take half a pill at a time. A full pill makes my hands tremble and I can hear my pulse in my brain.""",7.0,"February 27, 2014",134,3
4659,Belviq,Weight Loss,"""Ok sooo I started taking Belviq on July 11,2015. I took 1 pill at 9a I started feeling like I was intoxicated, dizzy &amp; very tired for like a 1/2 an hour. Then my  muscles began to feel alil achy  in both arms,my cheeks on my  face started feeling achy like I had been smiling for 2hrs &amp;lil lower back pain. It all was just  alil discomfort nothing too  alarming that I needed any  pain meds for. After a couple    hours it had passed &amp; so did my appetite. Once I noticed the  time it was 7p so I made                 myself eat a salad &amp; took the 2nd pill. I didnt like the 2nd dosage because it made me feel dizzy &amp; like I just came from a bar. So I only take 1am pill a day. July 11-July18 288lb to 282lb 7 days lost 6lbs &amp; feeln good.""",7.0,"July 18, 2015",34,3
76692,Lorcaserin,Weight Loss,"""I have been on Belviq for about 1.5 years - I initially started taking it to lose weight before my wedding last year. From the time I began taking Belviq (August 2015), I started feeling results - although slow - within about a month.  I had several fittings and such before the big day and the seamstress had to keep taking my dress in. I had lost about 20 lbs in ~4 months!  I was amazed!

So here we are two months after my wedding anniversary, and I am currently down ~75lbs.  I started at about 245 - and the last time I weighed myself I was at 170.  I have gone from a size 18/20 to a size 12. I would still like to lose another ~20 lbs, and I have no doubt I&#039;ll get there with Belviq.""",10.0,"January 4, 2017",67,4
54937,Bupropion / naltrexone,Weight Loss,"""I started Contrave 3.5 weeks ago.  At the end of week two I started with the headaches, and progressed into being so dizzy I couldn&#039;t make it to work.  Even the traffic was making me throw up, by the movement.  Into week 3, I was out of work several days because of the migraine headaches, and dizzy spells.  No relief in sight, even while taking 2 to 3 800mg ibuproprin a day.  I finally had to stop the medication, while trying to wean myself off at one pill in the am a day, I&#039;m still sick all day.  I think I&#039;m one that just can&#039;t take this medication, and wish I could, because I need the lose this weight.  I&#039;m 210lbs,  5&#039;3, at 58 yrs old, help!""",4.0,"September 7, 2016",10,2
54762,Bupropion / naltrexone,Weight Loss,"""I started this medication in December of 2016 the first month on the 2 in morning and 2 at night was hell. I could barely eat was always nauseous dizzy constipated lost 8 lbs the first month than the 2nd month I lost 2 this last month I have lost another 8. Start weight was 188lb down to 172lb I had higher expectations for this drug.. but so far no other drug over counters have worked thats why I turned to this drug.. the last week or two I have found my self eating unhealthy again and having cravings - I am hoping this is only bc I started my monthly.. I would recommend this drug if all else has failed. The side affects for this drug sucks at first but hang in there they will fade.""",7.0,"March 16, 2017",10,3
13997,Megestrol,Weight Loss,"""Always been 80 lbs since high school. No appetite, always ate in small portions. Taken this medication before but the 1st time I took in 2011 I gained weigh but also gained esophagus spasms from all the gorging I did so it&#039;s now permanently a side effect, yay. I started taking it again Feb 22, 2017 weighed in at 80.6 lbs, as of today, March 23, 2017, I&#039;m weighing in at 100.4. I haven&#039;t taken it in 3 days to see if I can keep the appetite and use when needed. It&#039;s a great weight gain but there are side effects. Mine include no period, no sex drive, severe cold night sweats, hot flashes, the esophagus spasms, &amp; swelling of arms &amp; legs when active. These are the pros that some may consider cons- constantly hyper.""",9.0,"March 24, 2017",12,4
138395,Phentermine,Weight Loss,"""I have lost 38 pounds on this since September, 2013. I am on a diabetic diet and a fitness program also. This medication has helped me a lot! Taken the edge off the hunger and helped me get my glucose levels under control. 
There are some side effects, but many of them went away by week 3. Metal taste in my mouth, headaches, constipation (has not gone away), and dry mouth/bad breath. 
This is not a miracle pill. You will have to work hard, and make good choices. My Doctor is helping me learn how to make better choices and make healthy living a part of my life.  I plan on being on this medicine ONLY until I can successfully learn how to control my glucose levels and follow a plan consistently.""",8.0,"January 27, 2014",12,3
55415,Belviq,Weight Loss,"""Surprised at results so far. I travel and eat out often so I cannot prepare my meals very often. I have lost 15 lbs in 7 weeks which for me is unbelievable. I never felt better ever. I can&#039;t explain the burst of energy I feel. I know it doesn&#039;t affect metabolism and there is no increase in heart rate or blood pressure so that can&#039;t be it. With my hectic lifestyle, dieting has become so very easy. i have recommended this to my wife and friend!""",10.0,"November 30, 2013",60,4
145775,Qsymia,Weight Loss,"""Lost 45lbs. Actually lost too much weight. Started looking bony. Actually had 2 different doctors tell me I had last too much.  I have never heard that from an MD before which is probably why I kept at it. I only started off wanting to loose 12 to 15 but the lbs may coming off and didn&#039;t stop. I&#039;ve been weaning myself off since I saw pics of my face and chest. And yes, bones are sticking out.  Qsymia worked for me. It&#039;s expensive but nothing except surgery and starvation helped before and with this med it was so easy.""",10.0,"June 22, 2014",101,4
52127,Adipex-P,Weight Loss,"""I started on Adipex-P 37.5mg on September 27, 2010 and had my follow up appointment today October 25, 2010  I lost 15 pounds in 1 month.  My doctor said that was great.  The only side effect I have is dry mouth.  For me it totally cuts out my appetite, I don&#039;t crave any sweets ( my weakness )  I cut out sugar and salt all together, and I used Slim Fast for the times I didn&#039;t have time to make something.  I ate more fruits and veggies.  I also completely stayed away from soda.  I don&#039;t have any problems sleeping.  When you are on Adipex you have to be seen by your doctor each month, the maximum time allowed on Adipex is 3 months.  Because of the risk of becoming addicted and other health risk that could develop.  After a few months you can get back on them, if so desired.   Because your only can be on Apidex 3 months at a time, the challenge will be keeping the weight off after.  I know for me it&#039;s like it puts a block on all my bad snacking and cuts out all my cravings.  I don&#039;t have any hunger pains what so ever, at times I have to force myself to eat something, even just drink a Slim Fast.""",10.0,"October 25, 2010",35,4
128888,Phentermine,Weight Loss,"""I have been taking Adipex 37.5 mg for about a month now. Eating low carbs and more veggies and protein. I eat around 1,000 calories. 5&#039;3&quot; 144 pounds. So far I&#039;ve lost about 11 pounds and 10&quot;. I walk 2 miles everyday. Side effects: dry mouth and constipation (off and on). I worry about the heart valve side effects I&#039;ve read that other people have had from taking this but I&#039;m hoping to just have to take it for another 2 months or so. I would like to get down to 125 pounds. I do find that the Adipex helps me during the day although I still get very hungry at night. But I fight it by drinking more water. Good luck to everyone in their weight loss.""",10.0,"June 18, 2014",27,4
4668,Belviq,Weight Loss,"""I just started belvid today I took the pills at 9:30 Am after breakfast.   I started to cough and I feel nauseous exactly after 2 hours. But I&#039;m excited nothing that I can&#039;t tolerate.  I don&#039;t feel hungry at all at least it is too soon to know. Need to mention that I plan to take one pill a day and in the afternoon I will be taking 2 veggies capsules of Leptiburn.""",9.0,"June 27, 2015",16,4
128399,Phentermine,Weight Loss,"""I started taking Phentermine on 7/18/15 and today 9/17/15 I am down 30 lbs.  From 296 to 266!  I am doing it in conjunction with My Fitness Pal.  This way I know how many calories I intake.  Walking a bit but no major exercise program yet.  The only side effect is the dry mouth so I keep mints around to help and drink something.  I really recommend you track your food intake....that&#039;s the only way you are going to be able to know you are eating the right amount.  It&#039;s so easy on your smartphone too!""",10.0,"September 17, 2015",11,4
145819,Qsymia,Weight Loss,"""I practically had to beg my local physician to put me on this medication.  Oddly enough, he had never heard of it and had never prescribed it.  I was 160 pounds, 5&#039;5&quot;, with high blood pressure.  The high blood pressure qualified me as a candidate for Qysmia, since I was not obese.  The cost of the medication is not cheap, and is not covered by insurance.  The first few days on the introductory dose I gained about a pound and was so sleepy I thought I had been given sleeping pills. But, then, I seemed to hit some kind of stride, because the weight started dropping at the rate of a pound a day. I can&#039;t look at bread without getting the urge to vomit. Anything with sugar tastes like metal.  In the morning, I drink a big cup of coffee.""",10.0,"March 28, 2014",118,4
4386,Belviq,Weight Loss,"""Great drug. Really works well.""",10.0,"May 20, 2017",2,4
145772,Qsymia,Weight Loss,"""I have used Qysmia since January along with a low carb diet, and as of today I have lost 44 pounds.  The medicines assist with keeping me from being hungry, and craving foods that I would generally binge on like sweets. I really am pleased with this medication.  The only side effects I have incurred are some constipation, which I always had issues with. I use Miralax to aid with that. I only have a few more pounds to lose to reach my goal, but the medicine has really been a help.""",9.0,"June 30, 2014",109,4
39460,Contrave,Weight Loss,"""I started Contrave 3.5 weeks ago.  At the end of week two I started with the headaches, and progressed into being so dizzy I couldn&#039;t make it to work.  Even the traffic was making me throw up, by the movement.  Into week 3, I was out of work several days because of the migraine headaches, and dizzy spells.  No relief in sight, even while taking 2 to 3 800mg ibuproprin a day.  I finally had to stop the medication, while trying to wean myself off at one pill in the am a day, I&#039;m still sick all day.  I think I&#039;m one that just can&#039;t take this medication, and wish I could, because I need the lose this weight.  I&#039;m 210lbs,  5&#039;3, at 58 yrs old, help!""",4.0,"September 7, 2016",10,2
165108,Phentermine / topiramate,Weight Loss,"""I have Hashimotos and had my thyroid removed in 2002. I have had problems ever since with weight. I also suffer from Migraines with up to 12 a month. My weight before my thyroidectomy averaged 145-150. I have been up and down with every diet out there. Finally reaching 196 lbs on 5/1/2014. I researched Qsymia. And marched into my Doctor on 5/3/2014 and begged him to prescribe it. He reluctantly did. As of 5/29/2014 I have had only one migraine (Topamax one of the ingredients is used for migraines) and now weigh 180 lbs.""",10.0,"June 1, 2014",80,4
4449,Belviq,Weight Loss,"""Took this for 2 weeks and gained 2-3 pounds. I had been told to stay on it for a few months to detetmine its effectiveness. I discontinued it because of severe bladder spasms. Pain disappeared slowly over the next day.""",1.0,"January 6, 2017",15,1
39404,Contrave,Weight Loss,"""I began taking this 2 weeks ago, August 2016. I&#039;m 36 years old, when I started the medication I weighed 244. and I am 5&#039; 4&quot;. So far I have lost 8 pounds. I don&#039;t have desire for sweets and I feel it has helped a lot with my anxiety issues, on my end, I&#039;m doing my best to eat healthier and walk 4-5 days a week / 40mins. I don&#039;t feel the need to go with huge portions and snacking all the time.  Until today I have only felt slightly dizzy before lunch but no other side effects.  I still have a lot more weight to lose so I highly recommend this medication, but remember is not a miracle pill, it won&#039;t work by itself .. I will keep you posted on my adventure. Good luck!!""",9.0,"August 18, 2016",23,4
128381,Phentermine,Weight Loss,"""I&#039;ve been taking it for 2 weeks exactly, fist week I lost 10 lbs. and the second week a little over 2 lbs. I have been eating under 1,000 calories and exercising daily. Starting weight was 164- today I&#039;m 152. My goal was to lose 20 lbs. by December 31st, I only have 8 lbs. to go and it&#039;s only Oct. 31st. So far, very happy with the results! One day, I did go up 1 1/2 lbs. but lost it the next... 
The only downside, EXTREME dry mouth... yuck! White tongue and constant cotton mouth. However, it has COMPLETELY taking away my sugar cravings!""",10.0,"October 31, 2015",21,4
165063,Phentermine / topiramate,Weight Loss,"""I started taking qsymia on 11/14/15 so for i am experiencing 2 of the known side effects  problem sleeping i am a sleeper so i know this could very well be the meds ,and also constipation. I haven&#039;t gotten on the scale yet i just hope its working...""",5.0,"November 17, 2015",16,2
138777,Phentermine,Weight Loss,"""I took phentermine 30mg for 60 days and lost about 30lbs. I stopped on 3/12, which is about 1 month and 1 week ago. I have since lost 46.4lbs total. So I lost an additional 16.4lbs since being off the medicines. It did help me lose a lot of weight in the beginning but I never had extra energy and never felt like I wasn&#039;t hungry. So when I didn&#039;t feel any effects I was going to stop for 10 days and then go back on. I stopped and filled my script for the next 30 days but saw that I still lost 3lbs in that first week off. I then decided not to take the medicines at all. I stick to a strict calorie diet of 1500cals each day and I exercise 30mins a day, EVERYDAY. I also lift weights every other day. You MUST change your diet and EXERCISE.""",8.0,"April 19, 2011",3,3
128317,Phentermine,Weight Loss,"""Hey everyone....I posted around day 5 of taking....it is down below (which gives you my background with PCOS &amp; my journey). I started Phentermine 37.5 at 197lbs on Dec. 3rd. I did weigh myself on day 12 and I was down to 189 lbs. I think that pretty much says it all. I am not really experiencing the main side effects (dry mouth, jitters, insomnia). I can drink coffee, and I do my best to keep to 1,200 calories a day. I do not exercise. I sit at a desk all day, then nanny for 4 hours in the afternoon. The only side effect that is a little annoying, is constipation. This is troublesome because I normally have stomach trouble. I am trying Prune Juice as of today.""",9.0,"December 17, 2015",15,4
138714,Phentermine,Weight Loss,"""I&#039;m a 25 year old female 4&#039;11&quot;. I started taking phentermine on the 21st of this month. My doctor instructed me to take only half a pill the first 7 days and then I would start taking the full pill in the morning. My weight was 155lbs and and I now weigh 146lbs. I have lost 9 lbs in 5 days. My doctor had me cut out all carbs. I drink a protein shake in the morning and at night and I eat a low calorie lunch, with snacks like fruits or veggies in between. I also work out. The first few days on the pill I felt jittery but that&#039;s gone now. I also had headaches, that&#039;s also gone. I do still have dry mouth so I make sure to drink plenty of water. I recommend this pill to anyone. In this short period of time it has already changed my life.""",9.0,"January 26, 2012",7,4
76735,Lorcaserin,Weight Loss,"""At age 50, 5&#039;11 and 238 lbs, Dr. prescribed Belviq Friday 08/12/16, but the pharmacy had to order for Monday @ $275. Talk about sticker shock!
With time, I did a little research and located a HUGE saving card from the Belviq website (reduces price to $75).
Day One: woke up a little headachy and anxious (might be nerves cause I do not normally take any meds). Reading the other reviews I am hoping the headaches will go away after a day or so. And man, do I want to drink/liquid/water - that&#039;s new. Noticed today I wasn&#039;t super thrilled or hungry for my &quot;normal&quot; lunch. But I ate thinking it would clear the headache - it did not. But I slept like a champ last night (new), woke up a little groggy (that&#039;s new too).
Slow &amp; steady. Here we go.""",7.0,"August 16, 2016",34,3
4478,Belviq,Weight Loss,"""The first few days I had crushing migraines and dizziness.  I began getting headaches around week 6 again but, didn&#039;t associate it with the meds because 5 weeks passed with no side effects.  
Then my left eye began to droop and blur my vision.  I thought it was due to botox.  The eye drooped to almost closed, then my cheek fell and a few days later I had trouble speaking.  Rushed to the ER and got an MRI, CT etc to rule out a stroke.  ZERO findings.  They said Botox was the cause.  My symptoms have come and gone, which would not be botox reaction.  Today, my vision is blurred to the point that I cant drive and eye barely open.  I just figured out that the eye opens when I miss a dose!!!  NOT WORTH IT.  
My hospital bill is going to be HUGE""",1.0,"December 8, 2016",11,1
139213,Phentermine,Weight Loss,"""Adipex-P (Phentermine) is awesome.  Not only does it take the hunger away, it boosts energy.  I&#039;ve been on Adipex-P and went from 196 to 135 lbs in 4 months, with only 30 minutes of exercise 5 days a week, plus the significantly reduced diet that this pill allows. It made losing weight easy.""",10.0,"June 19, 2008",105,4
55467,Belviq,Weight Loss,"""Lost 8 pounds after 7 weeks on Belviq with no pain because I lost my cravings for sweet and chocolate! Never hungry anymore. Piece of cake! I wish I could have that wonderful pill years ago.""",10.0,"August 9, 2013",89,4
128135,Phentermine,Weight Loss,"""I started Phentermine end of October of 2015 and ran on my treadmill 2x a day. I got hurt and wasn&#039;t able to workout for about 2 months. It is now May 2016 and I only take Phentermine every other day and I lift weights 2x a day and I have went from 227lbs. Xl shirts, and a size 18/20 in pants to now 166lbs. Medium shirts, and a size 10 in pants. I only drink water unless we go to the movies I&#039;ll share a sprite with my daughter. Drink smooties and eat a nutri grain bar for breakfast. Skip lunch and eat dinner with my kids before 6 most of the time. I LOVE IT!! I&#039;m also on a anti depressant that makes me gain weight so I&#039;m doing pretty good at keeping it off and losing more.""",10.0,"May 11, 2016",34,4
138698,Phentermine,Weight Loss,"""I started taking phentermine 37.5 on Feb 21 my starting weight was 205 I went back to my one week check because I have high blood pressure on Feb 28th I weighted 199 so in seven saying had lost 6 lbs it&#039;s a good start so I started my second week 2/28/2012 went to the gym and did 40 mins cardio had lots of energy and I&#039;m going to the gym 3 times a week I still eat the same just smaller portions and I don&#039;t eat after 6:30 pm ( mini goal 1 -194lbs by  3/6/2021).""",9.0,"February 29, 2012",3,4
138631,Phentermine,Weight Loss,"""Started taking Adipex March 28, 2012 not on Sundays and had the flu for two days which I didn&#039;t take the pills either. I am a 6 ft 2 in male who starting weight was 289lbs on 3/28/2012. Today is now 4/23/2012 and my weight is now 274.6 lbs! I do exercise but I could not lose any weight. I am very pleased with my loss and I simply started tracking the things I eat and making better choices. You can do it just drink plenty of water and or juices and you will be fine. Good luck""",10.0,"April 23, 2012",16,4
127687,Phentermine,Weight Loss,"""I am a 28 year old female at 5&#039;5&quot; I weighed in at 277 lbs on 03/ 10/17 I have not had any severe side effects, dry mouth is all. Just drink lots of water. I exercise daily with interval training. I drink NOTHING but water and eat better. I keep my calories at about 1000 a day with 3 meals a day and a few snacks in between. I go back to see the Doc on 4/10/17 I cheated and stepped on the scale today and have lost a total of 21lbs at 256. You can do it! It is not a diet, it is a lifestyle change, if you don&#039;t change your habits you will gain all of it back and more. Can&#039;t wait to see what the next couple of months bring. Goal weight of 150lbs!""",10.0,"April 8, 2017",41,4
